"Artist","Title","Description","Year","Medium","Dimensions","Copyright","Credit","Department","Floor","Room","Image_Hyperlink","Art_id","View_Status"
"Zhang Ke","Micro-Hutong, Beijing, China","In 2018–19, MoMA collaborated with Google Arts & Culture Lab on a project using machine learning to identify artworks in installation photos. That project has concluded, and works are now being identified by MoMA staff.
If you notice an error, please contact us at [email protected].","2016","C-print","30 × 24"" (76.2 × 61 cm)","© 2022 Zhang Ke","Committee on Architecture and Design Funds","Architecture and Design"," Floor 1"," 1 South","https://www.moma.org/media/W1siZiIsIjQyNjgwNSJdLFsicCIsImNvbnZlcnQiLCItcXVhbGl0eSA5MCAtcmVzaXplIDIwMDB4MTQ0MFx1MDAzZSJdXQ.jpg?sha=c341c9ade077969f","282396","On view"
"Zhang Ke","Micro-Hutong, Beijing, China","In 2018–19, MoMA collaborated with Google Arts & Culture Lab on a project using machine learning to identify artworks in installation photos. That project has concluded, and works are now being identified by MoMA staff.
If you notice an error, please contact us at [email protected].","2016","C-print","24 × 30"" (61 × 76.2 cm)","© 2022 Zhang Ke","Committee on Architecture and Design Funds","Architecture and Design"," Floor 1"," 1 South","https://www.moma.org/media/W1siZiIsIjQyNjgwNyJdLFsicCIsImNvbnZlcnQiLCItcXVhbGl0eSA5MCAtcmVzaXplIDIwMDB4MTQ0MFx1MDAzZSJdXQ.jpg?sha=94b8c18e28b23613","282398","On view"
"Zhang Ke","Micro-Hutong, Beijing, China","In 2018–19, MoMA collaborated with Google Arts & Culture Lab on a project using machine learning to identify artworks in installation photos. That project has concluded, and works are now being identified by MoMA staff.
If you notice an error, please contact us at [email protected].","2016","C-print","11 × 14"" (27.9 × 35.6 cm)","© 2022 Zhang Ke","Committee on Architecture and Design Funds","Architecture and Design"," Floor 1"," 1 South","https://www.moma.org/media/W1siZiIsIjQyNjgwMSJdLFsicCIsImNvbnZlcnQiLCItcXVhbGl0eSA5MCAtcmVzaXplIDIwMDB4MTQ0MFx1MDAzZSJdXQ.jpg?sha=31f6a7b2baf2aa4a","282401","On view"
"Barbara Brändli","Untitled from the series Sistema nervioso (Nervous System)","In 2018–19, MoMA collaborated with Google Arts & Culture Lab on a project using machine learning to identify artworks in installation photos. That project has concluded, and works are now being identified by MoMA staff.
If you notice an error, please contact us at [email protected].","1974–75","Gelatin silver print","10 × 7 15/16"" (25.4 × 20.2 cm)","© 2022 Barbara Brandli","Acquired through the generosity of Ruth Nordenbrook","Photography"," Floor 4"," 419","https://www.moma.org/media/W1siZiIsIjQyOTg4NCJdLFsicCIsImNvbnZlcnQiLCItcXVhbGl0eSA5MCAtcmVzaXplIDIwMDB4MTQ0MFx1MDAzZSJdXQ.jpg?sha=a87d66a41d2090b7","283368","On view"
"Barbara Brändli","Untitled from the series Sistema nervioso (Nervous System)","In 2018–19, MoMA collaborated with Google Arts & Culture Lab on a project using machine learning to identify artworks in installation photos. That project has concluded, and works are now being identified by MoMA staff.
If you notice an error, please contact us at [email protected].","1974–75","Gelatin silver print","8 × 10 1/8"" (20.3 × 25.7 cm)","© 2022 Barbara Brandli","Acquired through the generosity of Ramiro Ortiz Mayorga in honor of Patricia Phelps de Cisneros and Gustavo Cisneros through the Latin American and Caribbean Fund","Photography"," Floor 4"," 419","https://www.moma.org/media/W1siZiIsIjQyOTg4NiJdLFsicCIsImNvbnZlcnQiLCItcXVhbGl0eSA5MCAtcmVzaXplIDIwMDB4MTQ0MFx1MDAzZSJdXQ.jpg?sha=35bbae19de22615f","283413","On view"
"Barbara Brändli","Untitled from the series Sistema nervioso (Nervous System)","In 2018–19, MoMA collaborated with Google Arts & Culture Lab on a project using machine learning to identify artworks in installation photos. That project has concluded, and works are now being identified by MoMA staff.
If you notice an error, please contact us at [email protected].","1974–75","Gelatin silver print","9 7/8 × 7 1/8"" (25.1 × 18.1 cm)","© 2022 Barbara Brandli","Acquired through the generosity of Ruth Nordenbrook","Photography"," Floor 4"," 419","https://www.moma.org/media/W1siZiIsIjQyOTg4OCJdLFsicCIsImNvbnZlcnQiLCItcXVhbGl0eSA5MCAtcmVzaXplIDIwMDB4MTQ0MFx1MDAzZSJdXQ.jpg?sha=9c8c25f48619b228","283414","On view"
"Barbara Brändli","Untitled from the series Sistema nervioso (Nervous System)","In 2018–19, MoMA collaborated with Google Arts & Culture Lab on a project using machine learning to identify artworks in installation photos. That project has concluded, and works are now being identified by MoMA staff.
If you notice an error, please contact us at [email protected].","1974–75","Gelatin silver print","10 × 6 11/16"" (25.4 × 17 cm)","© 2022 Barbara Brandli","Latin American and Caribbean Fund","Photography"," Floor 4"," 419","https://www.moma.org/media/W1siZiIsIjQyOTg5MCJdLFsicCIsImNvbnZlcnQiLCItcXVhbGl0eSA5MCAtcmVzaXplIDIwMDB4MTQ0MFx1MDAzZSJdXQ.jpg?sha=1c2dc4dced192e3e","283415","On view"
"Barbara Brändli","Untitled from the series Sistema nervioso (Nervous System)","In 2018–19, MoMA collaborated with Google Arts & Culture Lab on a project using machine learning to identify artworks in installation photos. That project has concluded, and works are now being identified by MoMA staff.
If you notice an error, please contact us at [email protected].","1974–75","Gelatin silver print","10 × 6 7/8"" (25.4 × 17.5 cm)","© 2022 Barbara Brandli","Acquired through the generosity of Ramiro Ortiz Mayorga in honor of Patricia Phelps de Cisneros and Gustavo Cisneros through the Latin American and Caribbean Fund","Photography"," Floor 4"," 419","https://www.moma.org/media/W1siZiIsIjQyOTg5MiJdLFsicCIsImNvbnZlcnQiLCItcXVhbGl0eSA5MCAtcmVzaXplIDIwMDB4MTQ0MFx1MDAzZSJdXQ.jpg?sha=f433e671f0e65f31","283416","On view"
"Barbara Brändli","Untitled from the series Sistema nervioso (Nervous System)","In 2018–19, MoMA collaborated with Google Arts & Culture Lab on a project using machine learning to identify artworks in installation photos. That project has concluded, and works are now being identified by MoMA staff.
If you notice an error, please contact us at [email protected].","1974–75","Gelatin silver print","8 × 10 1/8"" (20.3 × 25.7 cm)","© 2022 Barbara Brandli","Committee on Photography Fund","Photography"," Floor 4"," 419","https://www.moma.org/media/W1siZiIsIjQyOTg5NCJdLFsicCIsImNvbnZlcnQiLCItcXVhbGl0eSA5MCAtcmVzaXplIDIwMDB4MTQ0MFx1MDAzZSJdXQ.jpg?sha=f958a4d9c41acf30","283417","On view"
"Barbara Brändli","Untitled from the series Sistema nervioso (Nervous System)","In 2018–19, MoMA collaborated with Google Arts & Culture Lab on a project using machine learning to identify artworks in installation photos. That project has concluded, and works are now being identified by MoMA staff.
If you notice an error, please contact us at [email protected].","1974–75","Gelatin silver print","7 11/16 × 10"" (19.5 × 25.4 cm)","© 2022 Barbara Brandli","Committee on Photography Fund","Photography"," Floor 4"," 419","https://www.moma.org/media/W1siZiIsIjQyOTg5NiJdLFsicCIsImNvbnZlcnQiLCItcXVhbGl0eSA5MCAtcmVzaXplIDIwMDB4MTQ0MFx1MDAzZSJdXQ.jpg?sha=59e72344a6692b60","283418","On view"
"Saloua Raouda Choucair","Poem","In 2018–19, MoMA collaborated with Google Arts & Culture Lab on a project using machine learning to identify artworks in installation photos. That project has concluded, and works are now being identified by MoMA staff.
If you notice an error, please contact us at [email protected].","1963-65","Wood","15 1/2 x 7 1/2 x 3"" (39 x 19 x 7.5 cm)","© Saloua Raouda Choucair. Courtesy of the Artist's Estate.","The Modern Women's Fund, Louise Reinhardt Smith Bequest (by exchange), and gift of Mrs. Henry Pearlman in memory of her husband (by exchange)","Painting and Sculpture"," Floor 4"," 406","https://www.moma.org/media/W1siZiIsIjQ0MTA0MSJdLFsicCIsImNvbnZlcnQiLCItcXVhbGl0eSA5MCAtcmVzaXplIDIwMDB4MTQ0MFx1MDAzZSJdXQ.jpg?sha=8fc628eb98681416","283636","On view"
"Maren Hassinger","Leaning","Emerging from Hassinger’s training in fiber arts and longstanding interest in dance, Leaning captures movement in sculptural form, falling somewhere between object-making and performance. “I… began to use the cable in a fiberlike manner,” she recalled. “I bunched it and bound it with wire, then unplied all the strands. I noticed that the material began to resemble living, moving, growing things.” The thirty-two bundles that compose the work give the impression of movement, from the smallest details—the unraveling of the steel rope at the tops and bottoms of each bale—to the way the entire installation seems to sway and bend, as though moved by wind.

		Gallery label from 2019","1980","Wire rope and wire, 32 bundles","Each 16"" (40.6 cm) high","© Maren Hassinger","Acquired through the generosity of The Modern Women's Fund and Ronnie Heyman","Painting and Sculpture"," Floor 2"," 203","https://www.moma.org/media/W1siZiIsIjQ0MzY2NCJdLFsicCIsImNvbnZlcnQiLCItcXVhbGl0eSA5MCAtcmVzaXplIDIwMDB4MTQ0MFx1MDAzZSJdXQ.jpg?sha=51bf63a22aa57628","283693","On view"
"Unknown photographer","Untitled","If you would like to reproduce an image of a work of art in MoMA’s collection, or an image of a MoMA publication or archival material (including installation views, checklists, and press releases), please contact Art Resource (publication in North America) or Scala Archives (publication in all other geographic locations).
MoMA licenses archival audio and select out of copyright film clips from our film collection. At this time, MoMA produced video cannot be licensed by MoMA/Scala. All requests to license archival audio or out of copyright film clips should be addressed to Scala Archives at [email protected]. Motion picture film stills cannot be licensed by MoMA/Scala. For access to motion picture film stills for research purposes, please contact the Film Study Center at [email protected]. For more information about film loans and our Circulating Film and Video Library, please visit https://www.moma.org/research-and-learning/circulating-film.
If you would like to reproduce text from a MoMA publication, please email [email protected]. If you would like to publish text from MoMA’s archival materials, please fill out this permission form and send to [email protected].","c. 1938–60","522 gelatin silver prints","Each approx. 2 × 2"" (5.1 × 5.1 cm)","","Gift of Peter J. Cohen","Photography"," Floor 5"," 520","https://www.moma.org/media/W1siZiIsIjQyNDcxMyJdLFsicCIsImNvbnZlcnQiLCItcXVhbGl0eSA5MCAtcmVzaXplIDIwMDB4MTQ0MFx1MDAzZSJdXQ.jpg?sha=500498d85af4b564","284030","On view"
